tipo;arrival_time;memoria_pedida;processamento_pedido;tempo_pedido;n_servidores_low_mem(1000 - 3000);n_servidores_low_cpu(1000 - 3000);n_servidores_med_mem(3000 - 7000);n_servidores_med_cpu(3000 - 7000);n_servidores_high_mem(7000 - 10000);n_servidores_high_cpu(7000 - 10000); tempo_de_espera 
1;2357;1404;1002;1547;2;0;4;3;1;4;0
0;2404;800;662;1596;2;0;4;3;1;4;0
0;2491;893;1139;1415;2;0;4;3;1;4;0
1;2547;644;1376;1988;2;0;4;3;1;4;0
1;2601;590;1311;1543;2;0;4;3;1;4;0
2;2663;650;710;1837;2;0;4;3;1;4;0
2;2665;1052;1442;1327;2;0;4;3;1;4;0
1;2701;821;1177;1919;2;0;4;3;1;4;0
0;2766;811;799;1424;2;0;4;3;1;4;0
2;2807;664;1361;1630;2;0;4;3;1;4;0
0;2872;512;1355;1467;2;0;4;3;1;4;0
2;2938;924;945;1952;2;0;4;3;1;4;0
2;2959;1433;1238;1984;2;0;4;3;1;4;1630
1;2965;1281;844;1955;2;0;4;3;1;4;0
2;3050;1421;1106;1201;2;0;4;3;1;4;0
2;3068;1335;1262;1069;2;0;4;3;1;4;0
2;3073;745;640;1714;2;0;4;3;1;4;0
0;3119;1154;830;1624;2;0;4;3;1;4;0
1;3163;1199;1131;1175;2;0;4;3;1;4;0
1;3214;1235;1249;1180;2;0;4;3;1;4;0
1;3254;1396;742;1896;2;0;4;3;1;4;0
2;3277;1344;1373;1098;2;0;4;3;1;4;0
1;3284;1099;1477;1786;2;0;4;3;1;4;0
1;3285;542;764;1196;2;0;4;3;1;4;0
0;3320;956;1130;1376;2;0;4;3;1;4;1069
1;3388;815;1474;1115;2;0;4;3;1;4;0
2;3422;617;964;1365;2;0;4;3;1;4;0
0;3437;1470;1318;1499;2;0;4;3;1;4;1098
0;3509;1347;887;1714;2;0;4;3;1;4;1175
1;3583;989;1340;1394;2;0;4;3;1;4;1115
1;3615;1212;821;1831;2;0;4;3;1;4;0
1;3631;1411;614;1020;2;0;4;3;1;4;1180
1;3678;886;1128;1579;2;0;4;3;1;4;0
0;3681;520;748;1368;2;0;4;3;1;4;0
1;3734;575;1051;1789;2;0;4;3;1;4;0
1;3814;1376;1009;1127;2;0;4;3;1;4;1201
1;3834;887;679;1602;2;0;4;3;1;4;1630
0;3864;680;695;1948;2;0;4;3;1;4;0
2;3896;1448;548;1960;2;0;4;3;1;4;1984
1;3912;698;668;1316;2;0;4;3;1;4;3232
0;4002;549;608;1297;2;0;4;3;1;4;1009
2;4090;1306;1361;1105;2;0;4;3;1;4;3944
1;4097;511;1434;1389;2;0;4;3;1;4;3944
0;4104;625;556;1316;2;0;4;3;1;4;0
2;4124;1124;731;1986;2;0;4;3;1;4;0
2;4154;1446;790;1850;2;0;4;3;1;4;0
2;4166;1480;559;1997;2;0;4;3;1;4;5049
0;4224;898;1285;1248;2;0;4;3;1;4;0
0;4269;1343;1362;1808;2;0;4;3;1;4;1020
0;4334;734;1200;1595;2;0;4;3;1;4;0
0;4400;527;1310;1484;2;0;4;3;1;4;0
2;4471;1099;533;1993;2;0;4;3;1;4;0
0;4554;1281;723;1645;2;0;4;3;1;4;0
2;4631;1171;1084;1706;2;0;4;3;1;4;0
0;4682;1053;1272;1545;2;0;4;3;1;4;1020
2;4769;838;1226;1198;2;0;4;3;1;4;0
0;4817;832;1057;1933;2;0;4;3;1;4;0
1;4865;750;1205;1322;2;0;4;3;1;4;0
1;4957;1498;1386;1578;2;0;4;3;1;4;7046
2;4963;616;999;1322;2;0;4;3;1;4;0
2;5050;1473;611;1740;2;0;4;3;1;4;8624
2;5119;1375;1348;1041;2;0;4;3;1;4;0
1;5139;1181;1091;1928;2;0;4;3;1;4;0
1;5234;1322;1212;1374;2;0;4;3;1;4;0
1;5281;1196;604;1074;2;0;4;3;1;4;0
1;5332;700;888;1053;2;0;4;3;1;4;0
1;5336;998;1490;1184;2;0;4;3;1;4;0
1;5423;765;1004;1960;2;0;4;3;1;4;0
1;5479;1424;629;1442;2;0;4;3;1;4;0
1;5560;1389;661;1829;2;0;4;3;1;4;0
2;5608;1106;1279;1354;2;0;4;3;1;4;0
2;5667;1185;1274;1859;2;0;4;3;1;4;8380
2;5683;1469;1086;1666;2;0;4;3;1;4;10239
2;5707;1091;771;1762;2;0;4;3;1;4;11905
2;5721;570;759;1204;2;0;4;3;1;4;0
0;5762;998;843;1091;2;0;4;3;1;4;0
0;5842;991;775;1686;2;0;4;3;1;4;0
1;5904;1263;1352;1361;2;0;4;3;1;4;0
0;5967;532;805;1576;2;0;4;3;1;4;0
1;6002;671;780;1196;2;0;4;3;1;4;0
2;6010;1355;1177;1446;2;0;4;3;1;4;0
2;6076;629;844;1472;2;0;4;3;1;4;0
0;6164;925;891;1368;2;0;4;3;1;4;0
2;6264;574;855;1267;2;0;4;3;1;4;0
2;6314;1240;890;1334;2;0;4;3;1;4;0
2;6358;1064;1010;1975;2;0;4;3;1;4;0
2;6379;807;1348;1594;2;0;4;3;1;4;0
1;6436;1231;585;1246;2;0;4;3;1;4;0
0;6511;887;1280;1958;2;0;4;3;1;4;0
2;6519;1492;863;1134;2;0;4;3;1;4;0
2;6595;1224;671;1253;2;0;4;3;1;4;0
0;6652;1353;1053;1882;2;0;4;3;1;4;0
2;6673;1483;1259;1141;2;0;4;3;1;4;13667
0;6724;1488;532;1749;2;0;4;3;1;4;0
0;6803;1034;868;1179;2;0;4;3;1;4;0
1;6817;1194;619;1401;2;0;4;3;1;4;0
0;6822;568;889;1779;2;0;4;3;1;4;0
2;6845;1390;632;1063;2;0;4;3;1;4;0
0;6920;723;932;1179;2;0;4;3;1;4;0
0;7008;658;1301;1019;2;0;4;3;1;4;0
0;7079;687;1361;1985;2;0;4;3;1;4;0
1;7168;674;936;1597;2;0;4;3;1;4;0
2;7216;1065;1137;1787;2;0;4;3;1;4;0
0;7315;821;1270;1269;2;0;4;3;1;4;0
2;7406;1362;552;1805;2;0;4;3;1;4;0
2;7451;589;1154;1533;2;0;4;3;1;4;0
2;7457;1104;869;1601;2;0;4;3;1;4;0
1;7487;1248;1128;1892;2;0;4;3;1;4;0
1;7514;741;1339;1354;2;0;4;3;1;4;0
0;7577;527;1156;1820;2;0;4;3;1;4;0
2;7640;869;599;1097;2;0;4;3;1;4;0
2;7718;1228;1070;1945;2;0;4;3;1;4;0
0;7722;611;742;1516;2;0;4;3;1;4;0
0;7743;1279;791;1995;2;0;4;3;1;4;0
1;7832;658;545;1120;2;0;4;3;1;4;0
0;7889;676;836;1308;2;0;4;3;1;4;0
2;7989;1281;1283;1889;2;0;4;3;1;4;0
0;8031;1463;874;1692;2;0;4;3;1;4;0
1;8074;945;1400;1868;2;0;4;3;1;4;0
2;8154;659;1356;1525;2;0;4;3;1;4;10602
2;8204;761;1114;1432;2;0;4;3;1;4;0
1;8274;1003;679;1599;2;0;4;3;1;4;0
0;8348;627;1478;1433;2;0;4;3;1;4;0
0;8404;648;1233;1743;2;0;4;3;1;4;0
2;8409;919;652;1389;2;0;4;3;1;4;0
1;8477;1207;1324;1466;2;0;4;3;1;4;0
2;8529;864;706;1270;2;0;4;3;1;4;0
2;8561;742;1073;1572;2;0;4;3;1;4;0
1;8588;753;725;1249;2;0;4;3;1;4;0
2;8655;1241;888;1569;2;0;4;3;1;4;11743
1;8735;718;682;1957;2;0;4;3;1;4;0
1;8828;828;797;1198;2;0;4;3;1;4;0
1;8854;1291;931;1326;2;0;4;3;1;4;0
0;8947;1314;615;1327;2;0;4;3;1;4;0
1;8961;1423;1347;1467;2;0;4;3;1;4;0
0;9022;1462;755;1893;2;0;4;3;1;4;0
1;9064;1108;702;1034;2;0;4;3;1;4;0
2;9153;1280;981;1924;2;0;4;3;1;4;0
2;9180;892;1071;1613;2;0;4;3;1;4;0
0;9275;679;1209;1781;2;0;4;3;1;4;0
1;9290;717;1386;1638;2;0;4;3;1;4;0
2;9342;1466;1495;1269;2;0;4;3;1;4;13312
1;9438;573;1269;1886;2;0;4;3;1;4;0
1;9457;911;524;1260;2;0;4;3;1;4;0
0;9494;502;1486;1592;2;0;4;3;1;4;0
0;9519;774;658;1591;2;0;4;3;1;4;0
2;9607;1174;1038;1334;2;0;4;3;1;4;0
0;9632;866;960;1349;2;0;4;3;1;4;0
2;9707;1236;940;1451;2;0;4;3;1;4;0
2;9737;1458;862;1116;2;0;4;3;1;4;0
2;9825;758;1124;1614;2;0;4;3;1;4;0
0;9831;1458;579;1782;2;0;4;3;1;4;0
2;9908;1033;1300;1793;2;0;4;3;1;4;0
2;9922;1332;1182;1281;2;0;4;3;1;4;0
2;9972;1098;1084;1472;2;0;4;3;1;4;0
1;10049;842;1070;1507;2;0;4;3;1;4;0
2;10148;728;586;1442;2;0;4;3;1;4;0
2;10166;503;692;1033;2;0;4;3;1;4;0
2;10227;1096;608;1635;2;0;4;3;1;4;0
0;10322;563;1271;1054;2;0;4;3;1;4;0
0;10327;735;699;1095;2;0;4;3;1;4;0
2;10338;761;845;1191;2;0;4;3;1;4;0
2;10425;803;900;1338;2;0;4;3;1;4;0
0;10482;1220;706;1681;2;0;4;3;1;4;1054
2;10538;986;1040;1341;2;0;4;3;1;4;11315
0;10549;1306;1056;1296;2;0;4;3;1;4;1116
1;10564;853;867;1229;2;0;4;3;1;4;0
2;10645;1163;842;1070;2;0;4;3;1;4;12584
1;10653;1459;1463;1056;2;0;4;3;1;4;1191
0;10680;1276;1116;1589;2;0;4;3;1;4;1191
1;10746;542;1017;1012;2;0;4;3;1;4;0
0;10769;1034;646;1279;2;0;4;3;1;4;0
2;10782;1473;1252;1887;2;0;4;3;1;4;13654
2;10821;522;929;1459;2;0;4;3;1;4;0
2;10830;641;1228;1401;2;0;4;3;1;4;0
2;10858;948;1435;1198;2;0;4;3;1;4;0
0;10955;879;1233;1047;2;0;4;3;1;4;0
0;10977;1040;1226;1811;2;0;4;3;1;4;0
1;11067;1401;648;1560;2;0;4;3;1;4;0
0;11120;1123;713;1716;2;0;4;3;1;4;0
1;11123;1119;1398;1331;2;0;4;3;1;4;1047
1;11190;875;800;1388;2;0;4;3;1;4;1012
2;11191;638;579;1454;2;0;4;3;1;4;0
1;11259;1287;510;1633;2;0;4;3;1;4;0
2;11329;1277;1070;1702;2;0;4;3;1;4;0
2;11417;965;651;1314;2;0;4;3;1;4;0
1;11443;758;530;1944;2;0;4;3;1;4;0
1;11464;750;780;1105;2;0;4;3;1;4;0
1;11482;891;902;1286;2;0;4;3;1;4;0
2;11580;1452;823;1965;2;0;4;3;1;4;0
0;11640;1086;1052;1246;2;0;4;3;1;4;1056
2;11685;1212;1362;1568;2;0;4;3;1;4;13963
2;11764;1031;1288;1225;2;0;4;3;1;4;0
2;11805;1139;1391;1681;2;0;4;3;1;4;0
1;11860;1303;1480;1737;2;0;4;3;1;4;0
1;11897;712;640;1548;2;0;4;3;1;4;0
1;11974;738;1107;1160;2;0;4;3;1;4;0
1;11989;1354;1462;1509;2;0;4;3;1;4;0
0;11995;1173;662;1066;2;0;4;3;1;4;1225
0;12074;1423;1313;1522;2;0;4;3;1;4;0
1;12078;513;818;1564;2;0;4;3;1;4;0
1;12083;509;753;1753;2;0;4;3;1;4;1160
0;12128;659;722;1358;2;0;4;3;1;4;1066
1;12220;1000;576;1396;2;0;4;3;1;4;1105
0;12276;969;981;1694;2;0;4;3;1;4;1225
0;12358;1284;1210;1215;2;0;4;3;1;4;1246
1;12366;1325;1388;1863;2;0;4;3;1;4;1286
1;12397;808;1486;1155;2;0;4;3;1;4;1314
2;12488;1177;1466;1360;2;0;4;3;1;4;0
2;12521;922;1014;1653;2;0;4;3;1;4;0
1;12533;1168;569;1495;2;0;4;3;1;4;1314
0;12619;913;714;1646;2;0;4;3;1;4;0
1;12691;526;519;1585;2;0;4;3;1;4;0
2;12743;1315;728;1975;2;0;4;3;1;4;0
2;12746;571;1119;1163;2;0;4;3;1;4;0
0;12826;676;983;1151;2;0;4;3;1;4;0
2;12838;1448;1389;1503;2;0;4;3;1;4;13791
1;12933;1314;1478;1016;2;0;4;3;1;4;1151
1;13028;551;1462;1073;2;0;4;3;1;4;0
0;13115;826;1401;1546;2;0;4;3;1;4;0
2;13198;986;713;1390;2;0;4;3;1;4;0
2;13208;564;1225;1713;2;0;4;3;1;4;0
1;13285;662;619;1286;2;0;4;3;1;4;0
2;13368;1326;1272;1149;2;0;4;3;1;4;0
2;13468;1136;940;1676;2;0;4;3;1;4;0
2;13508;1455;1089;1630;2;0;4;3;1;4;15294
0;13596;709;1439;1354;2;0;4;3;1;4;0
1;13607;744;611;1322;2;0;4;3;1;4;0
2;13645;572;608;1756;2;0;4;3;1;4;0
1;13654;531;1205;1937;2;0;4;3;1;4;0
1;13724;1179;919;1851;2;0;4;3;1;4;0
0;13760;1049;1071;1225;2;0;4;3;1;4;0
0;13802;917;853;1281;2;0;4;3;1;4;0
0;13873;1314;633;1224;2;0;4;3;1;4;0
2;13904;1266;1115;1329;2;0;4;3;1;4;0
1;13990;1102;1005;1006;2;0;4;3;1;4;0
0;14066;938;923;1073;2;0;4;3;1;4;0
1;14078;587;571;1835;2;0;4;3;1;4;0
2;14100;1188;943;1374;2;0;4;3;1;4;0
0;14154;1327;952;1593;2;0;4;3;1;4;1006
0;14173;1496;1364;1019;2;0;4;3;1;4;0
1;14239;1069;593;1896;2;0;4;3;1;4;0
0;14296;893;776;1879;2;0;4;3;1;4;0
2;14370;909;811;1693;2;0;4;3;1;4;0
1;14418;942;634;1572;2;0;4;3;1;4;0
0;14507;1449;1030;1598;2;0;4;3;1;4;0
1;14584;1319;510;1930;2;0;4;3;1;4;0
1;14632;1141;983;1289;2;0;4;3;1;4;0
1;14728;1171;1106;1784;2;0;4;3;1;4;15065
0;14755;1475;505;1734;2;0;4;3;1;4;1019
2;14778;1181;755;1984;2;0;4;3;1;4;15065
0;14782;1118;1211;1650;2;0;4;3;1;4;1006
2;14882;1418;1037;1515;2;0;4;3;1;4;17049
1;14909;645;1458;1627;2;0;4;3;1;4;0
2;14994;768;1329;1588;2;0;4;3;1;4;0
0;15088;1440;1359;1674;2;0;4;3;1;4;0
1;15108;960;1307;1015;2;0;4;3;1;4;0
2;15148;1011;1197;1297;2;0;4;3;1;4;0
0;15223;673;1208;1350;2;0;4;3;1;4;0
1;15312;645;1337;1841;2;0;4;3;1;4;0
0;15359;1445;747;1589;2;0;4;3;1;4;0
0;15391;512;818;1784;2;0;4;3;1;4;0
2;15447;1030;836;1810;2;0;4;3;1;4;0
2;15452;578;1496;1440;2;0;4;3;1;4;0
1;15536;1300;709;1610;2;0;4;3;1;4;0
1;15618;992;933;1653;2;0;4;3;1;4;0
2;15704;834;954;1198;2;0;4;3;1;4;0
1;15738;1325;971;1051;2;0;4;3;1;4;1015
2;15808;673;615;1230;2;0;4;3;1;4;0
2;15823;1066;1177;1258;2;0;4;3;1;4;15383
1;15835;1192;674;1290;2;0;4;3;1;4;0
2;15871;1370;1019;1798;2;0;4;3;1;4;0
0;15902;850;828;1092;2;0;4;3;1;4;0
0;15977;639;1346;1243;2;0;4;3;1;4;0
0;16065;744;936;1170;2;0;4;3;1;4;0
0;16142;1390;1422;1982;2;0;4;3;1;4;1051
2;16169;1166;883;1443;2;0;4;3;1;4;0
1;16247;1065;1306;1899;2;0;4;3;1;4;0
1;16256;1099;1148;1990;2;0;4;3;1;4;1051
0;16268;649;851;1743;2;0;4;3;1;4;1092
2;16341;1312;593;1727;2;0;4;3;1;4;0
1;16404;1467;774;1593;2;0;4;3;1;4;0
2;16470;1171;713;1333;2;0;4;3;1;4;0
1;16483;1257;1093;1304;2;0;4;3;1;4;0
2;16528;1065;1028;1186;2;0;4;3;1;4;16641
0;16562;851;1418;1206;2;0;4;3;1;4;0
1;16657;935;631;1969;2;0;4;3;1;4;0
0;16716;1381;1132;1696;2;0;4;3;1;4;1206
1;16810;1438;661;1679;2;0;4;3;1;4;0
1;16821;994;693;1061;2;0;4;3;1;4;1230
1;16913;1329;963;1658;2;0;4;3;1;4;16898
0;16925;970;1257;1040;2;0;4;3;1;4;1061
1;16976;783;1086;1028;2;0;4;3;1;4;0
1;17001;1217;1315;1086;2;0;4;3;1;4;0
2;17022;507;1427;1161;2;0;4;3;1;4;0
1;17065;797;507;1899;2;0;4;3;1;4;0
0;17071;664;1068;1718;2;0;4;3;1;4;0
2;17123;962;669;1375;2;0;4;3;1;4;0
2;17210;1090;692;1509;2;0;4;3;1;4;0
1;17234;1431;1005;1141;2;0;4;3;1;4;1086
0;17243;1172;1239;1762;2;0;4;3;1;4;1028
0;17293;1027;510;1581;2;0;4;3;1;4;1161
1;17334;820;1420;1477;2;0;4;3;1;4;0
2;17338;632;848;1946;2;0;4;3;1;4;0
0;17383;536;1087;1421;2;0;4;3;1;4;1061
2;17405;1167;1100;1277;2;0;4;3;1;4;0
1;17505;1363;1341;1780;2;0;4;3;1;4;0
0;17560;1109;1187;1703;2;0;4;3;1;4;1277
0;17591;1008;581;1231;2;0;4;3;1;4;1304
0;17617;1492;845;1173;2;0;4;3;1;4;1231
1;17705;884;1195;1351;2;0;4;3;1;4;1141
2;17709;606;1097;1304;2;0;4;3;1;4;16065
1;17719;511;1242;1263;2;0;4;3;1;4;16065
2;17754;1101;949;1364;2;0;4;3;1;4;16794
0;17847;1275;1461;1139;2;0;4;3;1;4;0
1;17881;1199;1410;1174;2;0;4;3;1;4;1040
0;17960;902;1166;1212;2;0;4;3;1;4;0
2;18001;1374;1331;1730;2;0;4;3;1;4;17369
2;18008;573;852;1400;2;0;4;3;1;4;0
2;18020;831;1173;1627;2;0;4;3;1;4;0
0;18064;1323;1094;1309;2;0;4;3;1;4;1139
2;18149;1219;521;1026;2;0;4;3;1;4;0
2;18194;620;806;1853;2;0;4;3;1;4;0
0;18235;833;526;1598;2;0;4;3;1;4;1026
0;18286;754;973;1949;2;0;4;3;1;4;1139
1;18326;526;1084;1041;2;0;4;3;1;4;1026
2;18363;832;992;1992;2;0;4;3;1;4;0
1;18459;1001;1144;1760;2;0;4;3;1;4;0
0;18459;961;687;1517;2;0;4;3;1;4;0
2;18476;983;1193;1683;2;0;4;3;1;4;17017
0;18484;766;643;1925;2;0;4;3;1;4;1026
2;18577;1287;1474;1126;2;0;4;3;1;4;17958
1;18585;1460;1179;1206;2;0;4;3;1;4;1141
1;18672;1360;597;1215;2;0;4;3;1;4;0
2;18734;671;1341;1306;2;0;4;3;1;4;0
1;18738;901;952;1297;2;0;4;3;1;4;1026
1;18792;548;862;1385;2;0;4;3;1;4;0
0;18830;982;1293;1577;2;0;4;3;1;4;1041
0;18872;519;1380;1022;2;0;4;3;1;4;0
2;18893;573;605;1990;2;0;4;3;1;4;0
1;18993;1039;1291;1621;2;0;4;3;1;4;1174
0;19078;642;1411;1004;2;0;4;3;1;4;0
0;19155;1164;1454;1576;2;0;4;3;1;4;0
2;19195;1333;974;1962;2;0;4;3;1;4;0
0;19275;820;1034;1383;2;0;4;3;1;4;0
1;19323;799;1228;1491;2;0;4;3;1;4;0
1;19361;975;931;1378;2;0;4;3;1;4;0
0;19402;658;527;1250;2;0;4;3;1;4;0
0;19476;830;601;1427;2;0;4;3;1;4;0
0;19571;586;1212;1201;2;0;4;3;1;4;0
0;19635;1055;1481;1090;2;0;4;3;1;4;1201
1;19728;877;1222;1566;2;0;4;3;1;4;0
1;19760;1433;1282;1929;2;0;4;3;1;4;0
0;19859;1098;1080;1940;2;0;4;3;1;4;0
1;19954;730;927;1219;2;0;4;3;1;4;0
1;20045;553;668;1328;2;0;4;3;1;4;0
0;20126;1207;1350;1785;2;0;4;3;1;4;0
0;20175;1087;946;1137;2;0;4;3;1;4;0
0;20268;689;1224;1913;2;0;4;3;1;4;0
1;20364;1337;661;1390;2;0;4;3;1;4;0
2;20455;629;907;1722;2;0;4;3;1;4;0
1;20502;985;785;1606;2;0;4;3;1;4;0
1;20600;774;839;1672;2;0;4;3;1;4;0
2;20669;574;840;1161;2;0;4;3;1;4;0
0;20722;706;914;1609;2;0;4;3;1;4;0
0;20737;1215;1340;1743;2;0;4;3;1;4;0
1;20740;1114;1040;1936;2;0;4;3;1;4;0
2;20796;975;873;1970;2;0;4;3;1;4;0
1;20846;731;1064;1263;2;0;4;3;1;4;0
1;20917;1444;1219;1433;2;0;4;3;1;4;0
1;20924;773;877;1743;2;0;4;3;1;4;0
2;20946;1344;1475;1321;2;0;4;3;1;4;0
1;21026;802;1489;1400;2;0;4;3;1;4;0
1;21040;620;996;1962;2;0;4;3;1;4;0
0;21114;727;1082;1309;2;0;4;3;1;4;0
2;21202;730;1227;1994;2;0;4;3;1;4;0
2;21254;807;876;1515;2;0;4;3;1;4;0
1;21336;1365;718;1366;2;0;4;3;1;4;1090
2;21372;1460;1112;1834;2;0;4;3;1;4;16246
2;21443;1076;1161;1843;2;0;4;3;1;4;18080
2;21492;818;1285;1709;2;0;4;3;1;4;0
2;21578;552;1179;1382;2;0;4;3;1;4;0
1;21611;813;692;1795;2;0;4;3;1;4;0
0;21662;581;787;1415;2;0;4;3;1;4;0
0;21740;1110;727;1234;2;0;4;3;1;4;0
0;21795;586;1425;1407;2;0;4;3;1;4;0
2;21841;1197;1042;1518;2;0;4;3;1;4;0
2;21912;554;541;1589;2;0;4;3;1;4;0
2;21942;514;575;1967;2;0;4;3;1;4;0
1;21954;981;891;1810;2;0;4;3;1;4;0
2;21954;1372;1428;1346;2;0;4;3;1;4;0
0;21965;655;956;1705;2;0;4;3;1;4;0
0;22061;782;1471;1714;2;0;4;3;1;4;0
1;22130;1446;1341;1744;2;0;4;3;1;4;1234
1;22203;1332;1239;1882;2;0;4;3;1;4;0
2;22209;1331;888;1034;2;0;4;3;1;4;0
2;22258;508;1352;1072;2;0;4;3;1;4;0
0;22354;692;1183;1411;2;0;4;3;1;4;0
1;22433;1230;833;1872;2;0;4;3;1;4;0
1;22524;685;927;1877;2;0;4;3;1;4;0
0;22555;1049;1030;1523;2;0;4;3;1;4;0
2;22615;998;568;1197;2;0;4;3;1;4;0
0;22648;736;589;1556;2;0;4;3;1;4;0
0;22724;1329;545;1269;2;0;4;3;1;4;0
1;22729;624;1406;1755;2;0;4;3;1;4;0
0;22774;1071;630;1176;2;0;4;3;1;4;1034
2;22782;814;1006;1129;2;0;4;3;1;4;0
0;22878;811;579;1209;2;0;4;3;1;4;0
1;22970;587;1084;1344;2;0;4;3;1;4;0
1;22982;1355;1264;1599;2;0;4;3;1;4;1034
0;23032;1105;1176;1366;2;0;4;3;1;4;0
1;23129;1378;1203;1438;2;0;4;3;1;4;17010
0;23204;1266;1333;1747;2;0;4;3;1;4;0
2;23302;527;1202;1978;2;0;4;3;1;4;0
2;23363;592;1031;1645;2;0;4;3;1;4;0
2;23386;625;1217;1370;2;0;4;3;1;4;0
0;23441;738;1217;1385;2;0;4;3;1;4;0
0;23463;1168;1264;1435;2;0;4;3;1;4;0
0;23505;1442;1408;1250;2;0;4;3;1;4;0
2;23599;990;795;1840;2;0;4;3;1;4;0
2;23664;758;1222;1769;2;0;4;3;1;4;0
1;23673;875;1282;1045;2;0;4;3;1;4;0
2;23741;659;1341;1033;2;0;4;3;1;4;0
0;23813;914;804;1952;2;0;4;3;1;4;0
0;23851;583;998;1112;2;0;4;3;1;4;0
1;23916;1393;821;1232;2;0;4;3;1;4;0
0;23934;1442;523;1649;2;0;4;3;1;4;0
1;23974;1176;917;1390;2;0;4;3;1;4;0
1;24005;622;1237;1364;2;0;4;3;1;4;0
0;24022;1148;591;1877;2;0;4;3;1;4;0
0;24079;819;597;1946;2;0;4;3;1;4;0
1;24099;757;799;1328;2;0;4;3;1;4;0
2;24185;767;746;1063;2;0;4;3;1;4;0
0;24231;1196;997;1275;2;0;4;3;1;4;0
0;24244;587;1137;1126;2;0;4;3;1;4;0
1;24296;937;1268;1832;2;0;4;3;1;4;0
1;24394;1348;722;1550;2;0;4;3;1;4;0
0;24400;877;596;1775;2;0;4;3;1;4;1033
2;24457;811;1082;1572;2;0;4;3;1;4;16561
2;24493;664;1005;1792;2;0;4;3;1;4;16966
0;24545;1003;1056;1327;2;0;4;3;1;4;0
2;24552;1122;1217;1802;2;0;4;3;1;4;0
2;24645;1323;1455;1259;2;0;4;3;1;4;0
0;24691;953;520;1270;2;0;4;3;1;4;0
0;24774;903;1470;1468;2;0;4;3;1;4;0
1;24793;1167;794;1160;2;0;4;3;1;4;0
2;24875;605;1294;1323;2;0;4;3;1;4;0
2;24936;1431;1390;1124;2;0;4;3;1;4;0
0;25033;1387;1103;1559;2;0;4;3;1;4;0
2;25099;1494;580;1435;2;0;4;3;1;4;16565
1;25105;847;1186;1161;2;0;4;3;1;4;0
2;25111;658;1166;1516;2;0;4;3;1;4;0
0;25168;1415;1166;1165;2;0;4;3;1;4;1124
0;25181;811;597;1808;2;0;4;3;1;4;0
2;25220;1438;888;1549;2;0;4;3;1;4;0
0;25240;954;1496;1010;2;0;4;3;1;4;0
1;25300;906;1266;1810;2;0;4;3;1;4;0
1;25342;1405;829;1158;2;0;4;3;1;4;18000
1;25366;653;1125;1201;2;0;4;3;1;4;0
1;25443;835;1232;1361;2;0;4;3;1;4;0
2;25465;698;933;1561;2;0;4;3;1;4;0
2;25506;1291;663;1609;2;0;4;3;1;4;0
2;25557;1182;1314;1491;2;0;4;3;1;4;0
0;25586;1440;727;1134;2;0;4;3;1;4;1160
2;25662;1090;1143;1247;2;0;4;3;1;4;19158
0;25728;766;682;1843;2;0;4;3;1;4;0
0;25812;920;1009;1926;2;0;4;3;1;4;0
2;25908;1416;1241;1460;2;0;4;3;1;4;0
1;25976;1408;1098;1673;2;0;4;3;1;4;0
1;25983;1371;1482;1644;2;0;4;3;1;4;0
1;25985;946;726;1752;2;0;4;3;1;4;0
2;26003;1423;1008;1775;2;0;4;3;1;4;20405
0;26016;1142;1477;1409;2;0;4;3;1;4;1010
2;26037;615;892;1551;2;0;4;3;1;4;18902
0;26052;854;1054;1300;2;0;4;3;1;4;0
2;26130;1140;1086;1113;2;0;4;3;1;4;0
2;26201;735;830;1921;2;0;4;3;1;4;0
0;26238;1077;1392;1965;2;0;4;3;1;4;0
2;26247;1357;685;1712;2;0;4;3;1;4;0
0;26297;1131;974;1285;2;0;4;3;1;4;1113
2;26363;707;609;1416;2;0;4;3;1;4;0
0;26413;1402;696;1827;2;0;4;3;1;4;1113
0;26420;1031;844;1202;2;0;4;3;1;4;1134
1;26489;779;965;1586;2;0;4;3;1;4;20453
1;26532;580;1023;1630;2;0;4;3;1;4;0
0;26557;504;751;1702;2;0;4;3;1;4;1134
0;26559;867;736;1618;2;0;4;3;1;4;1113
0;26572;1323;1326;1671;2;0;4;3;1;4;1165
0;26585;644;960;1975;2;0;4;3;1;4;1113
0;26589;817;554;1072;2;0;4;3;1;4;1285
0;26638;662;920;1381;2;0;4;3;1;4;0
0;26638;613;1198;1177;2;0;4;3;1;4;1134
2;26680;913;1499;1176;2;0;4;3;1;4;20677
0;26703;1463;732;1608;2;0;4;3;1;4;1416
1;26773;626;1418;1284;2;0;4;3;1;4;1177
1;26819;739;1247;1385;2;0;4;3;1;4;0
1;26835;1061;526;1929;2;0;4;3;1;4;1202
2;26852;530;775;1327;2;0;4;3;1;4;20677
1;26928;678;1374;1498;2;0;4;3;1;4;21853
1;27020;763;1022;1303;2;0;4;3;1;4;1113
2;27046;878;1288;1523;2;0;4;3;1;4;22039
0;27114;1007;1242;1775;2;0;4;3;1;4;1072
2;27213;1103;987;1555;2;0;4;3;1;4;23351
0;27230;1265;1349;1967;2;0;4;3;1;4;1072
1;27330;1266;777;1586;2;0;4;3;1;4;0
1;27429;807;688;1168;2;0;4;3;1;4;0
1;27529;624;735;1154;2;0;4;3;1;4;0
0;27533;988;979;1884;2;0;4;3;1;4;0
